review_id,paper_slug,paper_title,venue,official_decision,system,model,pipeline_verdict,tone_verdict,tone_confidence,tone_signal,gate_verdict,gate_reason,triggered_gates,fundamental_gate_hits,fatal_concern_present,num_concerns,num_decisive_concerns,num_major_fatal_concerns,has_accept_signal,structural_unreliable_flag,structural_note,pipeline_vs_tone,pipeline_vs_gate,tone_vs_gate,native_verdict_system,per_concern_gates_json
CC-025,collabllm,CollabLLM: From Passive Responders to Active Collaborators,ICML 2025,ACCEPTED,L,Opus,REJECT,REJECT,medium,"The review raises multiple fundamental concerns (weak baselines, circular LLM-judge evaluation, unvalidated simulator fidelity, underpowered user study) framed as blocking issues requiring substantial additional experiments rather than minor revisions.",REJECT,"3 major/fatal concerns in fundamental gates (G1, G2, G4).","G1, G2, G4, G6, G7",3,False,4,4,4,True,,,SAME,SAME,SAME,NO,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G2"", ""G1""], ""brief"": ""Missing comparisons to existing multi-turn RL and clarification baselines is a classic baseline-fairness issue (G2), and without them the claimed MR-specific gains lack direct supporting evidence (G1)."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G4"", ""G1""], ""brief"": ""Training and evaluating with LLM judges creates circular validation and reward-hacking risk (G4), and the headline ITR improvement depends on an ad-hoc rubric whose evidence does not cleanly support the claim (G1)."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G4"", ""G1""], ""brief"": ""Unvalidated user simulator that diverges from real users is a confounding/validity threat to the entire training signal (G4), undermining the evidence linking MR to real-world collaboration claims (G1)."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G6"", ""G7""], ""brief"": ""User study is limited to one task domain with small N and no significance testing, making it a narrow evaluation (G6) that cannot support the broader multi-task human-preference claims (G7)."", ""source"": ""sheet""}]"
CC-026,collabllm,CollabLLM: From Passive Responders to Active Collaborators,ICML 2025,ACCEPTED,L,GPT4o,ACCEPT,ACCEPT,medium,"The review emphasizes significance, novelty, compelling results, and real-world validation, while framing concerns as addressable improvements rather than fundamental blocking issues.",ACCEPT,No fundamental-gate triggers and positive acceptance signal present.,,0,False,4,0,0,True,,,SAME,SAME,SAME,NO,"[{""id"": ""A1"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Clarity concern about mechanism description; not fatal severity and does not invalidate main result."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Generalizability/scope concern at moderate severity; does not rise to cherry-picking gate."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Sim-to-real concern is flagged as moderate; not characterized as a fatal validity threat."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Baseline comparison concern raised at moderate severity without specifying unfair headline baselines."", ""source"": ""sheet""}]"
CC-027,collabllm,CollabLLM: From Passive Responders to Active Collaborators,ICML 2025,ACCEPTED,A,Opus,REJECT,REJECT,high,"The review explicitly states 'Decision: Reject' with an overall score of 5, and the weaknesses section emphasizes fundamental issues like missing empirical baselines, evaluation circularity, and overclaimed causal framing.",REJECT,"4 major/fatal concerns in fundamental gates (G1, G2, G4).","G1, G2, G4, G6, G7",4,False,11,3,6,False,,,SAME,SAME,SAME,YES,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G2""], ""brief"": ""Missing empirical comparisons with existing multiturn training methods (MTPO, STaR-GATE, ARCHER); only weak baselines (vanilla Llama and prompting variant) used."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G1"", ""G2""], ""brief"": ""No ablation isolating MR contribution from multiturn training data curated by GPT-4o; gains cannot be attributed to the forward-simulation reward itself."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G4"", ""G1""], ""brief"": ""Evaluation circularity \u2014 LLM judge used both during training (reward) and evaluation (ITR), potentially inflating the largest reported gain (46.3%)."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G7""], ""brief"": ""Headline 18.5% relative improvement computed over very low absolute baselines (MATH-Chat 16.5%, BigCodeBench 13.0%), overstating practical significance."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""major"", ""gates"": [""G1""], ""brief"": ""No error bars, confidence intervals, or significance tests on small test sets; evidence does not robustly support claimed improvements."", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""major"", ""gates"": [""G7""], ""brief"": ""Causal inference framing overclaimed \u2014 Eq. 5 is standard conditional expectation, not front-door adjustment; MTPO distinction overstated."", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""moderate"", ""gates"": [""G6"", ""G1""], ""brief"": ""Mixed generalization evidence \u2014 Abg-CoQA non-ambiguous accuracy drops 90.4% to 72.3% (over-asking); Macro F1 improvement only 1.77 points."", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A9"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A10"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A11"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-028,collabllm,CollabLLM: From Passive Responders to Active Collaborators,ICML 2025,ACCEPTED,A,GPT4o,REJECT,REJECT,high,"The review explicitly states 'Decision: Reject' with uniformly low scores (2s across all criteria) and weaknesses framed as fundamental issues with novelty, methodology, and real-world validity.",REJECT,"2 major/fatal concerns in fundamental gates (G4, G5).","G4, G5, G6, G7",2,False,5,3,5,False,,,SAME,SAME,SAME,YES,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G5""], ""brief"": ""Novelty not distinguished from existing multiturn dialogue methods \u2014 incremental contribution concern."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [], ""brief"": ""Lack of theoretical underpinnings is a generic rigor complaint, not a specific gate trigger."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [], ""brief"": ""Clarity/presentation concern does not map to a fatal-flaw gate."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G6"", ""G7""], ""brief"": ""Simulated-only evaluation limits generalization (narrow eval) and real-world claims exceed evidence (overclaiming)."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""major"", ""gates"": [""G4"", ""G6""], ""brief"": ""Reliance on user simulators introduces a validity threat/confound and narrows evaluation conditions."", ""source"": ""sheet""}]"
CC-029,collabllm,CollabLLM: From Passive Responders to Active Collaborators,ICML 2025,ACCEPTED,O,Opus,ACCEPT,REJECT,medium,"The review identifies multiple substantive technical errors (inflated headline number, contradictory figure, incorrect causal inference derivation, overclaimed generalization, and saturated reward term), framing them as errors requiring correction rather than minor fixes, which signals a critical-blocking stance.",REJECT,"2 major/fatal concerns in fundamental gates (G1, G5).","G1, G5, G7",2,False,6,0,1,False,,,DIFF,DIFF,SAME,NO,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G1"", ""G7""], ""brief"": ""Numerical error inflates the headline 46.3% interactivity claim against the stated baseline; the evidence does not support the claim as reported."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""minor"", ""gates"": [], ""brief"": ""Figure labeling inconsistency is a presentation issue, not a fundamental validity or claim-evidence gate."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G1"", ""G7""], ""brief"": ""Equation 5's derivation does not substantiate the front-door/causal claim (mj absent, algebraic error, wrong form), so the theoretical claim lacks supporting evidence and is overclaimed."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""moderate"", ""gates"": [""G7""], ""brief"": ""Describing a 20% relative accuracy drop as 'maintaining high accuracy' overstates what the evidence supports."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""moderate"", ""gates"": [""G7"", ""G5""], ""brief"": ""Framing forward simulation as interventional vs observational overstates the theoretical contribution; the real delta is finer-grained credit assignment, a more incremental novelty claim."", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""minor"", ""gates"": [], ""brief"": ""Token-penalty saturation is a technical reward-design observation but does not by itself invalidate the main results."", ""source"": ""sheet""}]"
CC-030,collabllm,CollabLLM: From Passive Responders to Active Collaborators,ICML 2025,ACCEPTED,M,GPT4o,ACCEPT,REJECT,medium,"The review consists entirely of critical comments demanding additional analyses (statistical tests, qualitative analysis, thematic analysis, regression analysis, longitudinal study) and clarity improvements, with no expressions of enthusiasm or endorsement of the work's contributions.",AMBIGUOUS,No fundamental gate triggers but no positive acceptance signal.,,0,False,10,0,0,False,YES,"Review contains meta-commentary about process (high-level plans, step-by-step instructions, 'SEND MESSAGE' artifacts), repeated/duplicated sections, and one section explicitly states 'misunderstanding in task execution'; text is truncated mid-sentence.",DIFF,DIFF,DIFF,NO,"[{""id"": ""A1"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Moderate severity, not fatal; request for additional statistical tests does not rise to fundamental gate."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Moderate request for deeper ablation analysis; does not assert ablation invalidates contribution attribution."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Clarity/method-description gap; not framed as making method unimplementable."", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""User study reproducibility detail missing; moderate severity, not fatal."", ""source"": ""sheet""}, {""id"": ""A9"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Synthetic dataset validation concern; moderate, not asserted as invalidating headline result."", ""source"": ""sheet""}, {""id"": ""A10"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-031,from_assistant_pentest,From Assistant to Attacker: A Role-Based and Empirical Study of LLMs in Penetration Testing and Modular Architecture,ACL ARR Feb 2025,REJECTED,L,Opus,REJECT,REJECT,high,"The review emphasizes fundamental methodological concerns (insufficient rigor, weak contribution for venue, threats to validity) and suggests repositioning for a different venue, indicating a clear rejection lean.",REJECT,"6 major/fatal concerns in fundamental gates (G1, G2, G4, G5).","G1, G2, G3, G4, G5, G6, G7",6,False,8,4,7,False,,,SAME,SAME,SAME,NO,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G1"", ""G6""], ""brief"": ""Single-run experiments with no variance estimation mean claims lack supporting statistical evidence and results may only hold under narrow favorable conditions."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""Unspecified LLM versions, prompts, temperature, and human-in-the-loop protocol make the method not implementable/reproducible from the paper."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G5""], ""brief"": ""No new model/algorithm and a trivially simple taxonomy indicates novelty is incremental with no transferable methodological insight."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G1"", ""G4""], ""brief"": ""Lack of rigorous subtask formalization and difficulty calibration undermines the validity of cross-task comparisons used to support claims."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""major"", ""gates"": [""G2"", ""G4""], ""brief"": ""Multi-agent frameworks vs single-agent chatbots conflates architecture with base-model capability \u2014 an unfair baseline and a confounding validity threat."", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""major"", ""gates"": [""G4""], ""brief"": ""Manual coarse labeling with no inter-annotator agreement threatens the validity of the knowledge-level and failure-mode findings."", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Writing/presentation issues do not map to a fundamental scientific gate."", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""major"", ""gates"": [""G1"", ""G7""], ""brief"": ""Headline quantitative claims (35% fewer commands, 45% fewer errors) are stated without statistical testing or confidence intervals, overclaiming beyond evidence."", ""source"": ""sheet""}]"
CC-032,from_assistant_pentest,From Assistant to Attacker: A Role-Based and Empirical Study of LLMs in Penetration Testing and Modular Architecture,ACL ARR Feb 2025,REJECTED,L,GPT4o,REJECT,REJECT,medium,"The reasons for rejection are more numerous and framed as fundamental issues (limited generalizability, inadequate baselines, lack of reproducibility), outweighing the acceptance signals which read more as acknowledgment than enthusiasm.",REJECT,"2 major/fatal concerns in fundamental gates (G1, G2).","G1, G2, G3, G6, G7",2,False,8,4,4,True,,,SAME,SAME,SAME,NO,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G6"", ""G7""], ""brief"": ""Controlled environments may not generalize to real-world enterprise networks, suggesting cherry-picked narrow evaluation and potential overclaiming of applicability."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""major"", ""gates"": [""G2""], ""brief"": ""No comparison with traditional or other AI-driven pentesting approaches means baseline fairness is compromised."", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""major"", ""gates"": [""G2"", ""G1""], ""brief"": ""Absence of baseline or control group means performance claims lack direct supporting evidence and no fair comparator."", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""Limited experimental setup, LLM configurations, and parameters means method is not implementable/reproducible from the paper."", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-033,from_assistant_pentest,From Assistant to Attacker: A Role-Based and Empirical Study of LLMs in Penetration Testing and Modular Architecture,ACL ARR Feb 2025,REJECTED,A,Opus,REJECT,REJECT,high,"The review explicitly states 'Decision: Reject' with uniformly low scores (1s across Originality, Quality, Significance, Soundness, Contribution) and lists fundamental blocking concerns including lack of experimental rigor, poor venue fit, and limited novelty.",REJECT,At least one fatal concern.,"G1, G2, G3, G4, G5, G6, G7",5,True,11,5,7,False,,,SAME,SAME,SAME,YES,"[{""id"": ""A1"", ""severity"": ""fatal"", ""gates"": [""G4"", ""G1""], ""brief"": ""Unreported trial counts and no statistical tests raise validity/confounding threats and weaken claim-evidence support for Table 2 results."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G4"", ""G1""], ""brief"": ""Subjective single-annotator KL metric without IAA is a validity threat and undermines evidence for quantitative claims based on it."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""Missing model versions, API parameters, prompts, and intervention protocols make the method not implementable/reproducible from the paper."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""major"", ""gates"": [""G1"", ""G7""], ""brief"": ""Headline percentages ('35% fewer commands', '45% fewer errors') lack supporting data, constituting claim-evidence mismatch and overclaiming."", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""fatal"", ""gates"": [], ""brief"": ""Venue-fit concern for ACL is not a fatal-flaw gate category (gates target scientific validity, not scope mismatch)."", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""major"", ""gates"": [""G5""], ""brief"": ""Surface-level taxonomy and expected empirical findings overlap with prior work, indicating trivially incremental novelty."", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""major"", ""gates"": [""G2""], ""brief"": ""Absence of human pen-tester, traditional automated tool, and CyBench baselines makes reported numbers uninterpretable."", ""source"": ""sheet""}, {""id"": ""A9"", ""severity"": ""moderate"", ""gates"": [""G6""], ""brief"": ""Only 5 models on 14 machines narrows evaluation scope and limits generalizability."", ""source"": ""sheet""}, {""id"": ""A11"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Ethics concern does not map to any scientific fatal-flaw gate."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A10"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-034,from_assistant_pentest,From Assistant to Attacker: A Role-Based and Empirical Study of LLMs in Penetration Testing and Modular Architecture,ACL ARR Feb 2025,REJECTED,A,GPT4o,REJECT,REJECT,high,The review explicitly states 'Decision: Reject' and scores are uniformly low (mostly 2s) with weaknesses citing lack of originality and methodological concerns.,REJECT,"2 major/fatal concerns in fundamental gates (G1, G2, G5).","G1, G2, G5",2,False,5,2,2,False,,,SAME,SAME,SAME,YES,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G5""], ""brief"": ""Methodology lacks originality and relies on existing frameworks \u2014 this is a novelty/incrementalism concern (G5)."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G1"", ""G2""], ""brief"": ""Technical comparisons of modular architectures not robustly supported \u2014 claim-evidence mismatch (G1) and potentially weak/unfair baselines in the comparisons (G2)."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-035,from_assistant_pentest,From Assistant to Attacker: A Role-Based and Empirical Study of LLMs in Penetration Testing and Modular Architecture,ACL ARR Feb 2025,REJECTED,O,Opus,REJECT,REJECT,high,"The review opens with 'overreach in scope, underdeveloped methodology, and uneven writing quality' and enumerates 12+ substantive concerns spanning ill-defined formulas, unverifiable headline claims, misattributed data, and experimental design flaws that undermine the paper's central architectural conclusion.",REJECT,"8 major/fatal concerns in fundamental gates (G1, G2, G4).","G1, G2, G3, G4, G6, G7",8,False,26,10,10,False,,,SAME,SAME,SAME,NO,"[{""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G3"", ""G1""], ""brief"": ""Ambiguous SCR denominator makes the metric ill-defined and contradicts the paper's interpretive claims (method not implementable; claim-evidence mismatch)."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""Summation bounds inconsistent with attempt index make interaction/intervention formulas technically ill-defined, preventing reproduction."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G1"", ""G7""], ""brief"": ""Labeling techniques/informal groupings as ATT&CK Tactics misrepresents the claimed ATT&CK alignment contribution."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""major"", ""gates"": [""G1""], ""brief"": ""Ease-of-use grouping claim directly contradicted by Table 1 data the reader is directed to verify."", ""source"": ""sheet""}, {""id"": ""A9"", ""severity"": ""major"", ""gates"": [""G1"", ""G7""], ""brief"": ""Headline 35%/45% single-agent advantage claims have no supporting data in tables/figures and derivation is unspecified."", ""source"": ""sheet""}, {""id"": ""A12"", ""severity"": ""major"", ""gates"": [""G4"", ""G7""], ""brief"": ""MITM 0% may be a text-parsing confound, invalidating the strong conclusion about inherent LLM incapability."", ""source"": ""sheet""}, {""id"": ""A13"", ""severity"": ""major"", ""gates"": [""G2"", ""G1""], ""brief"": ""Claim to compare against RL-based PT methods is unsupported \u2014 no RL baseline is actually included."", ""source"": ""sheet""}, {""id"": ""A19"", ""severity"": ""major"", ""gates"": [""G4"", ""G6""], ""brief"": ""Reusing the same LDAP injection across two categories is a design confound that inflates apparent breadth and undermines independence."", ""source"": ""sheet""}, {""id"": ""A20"", ""severity"": ""major"", ""gates"": [""G6"", ""G7""], ""brief"": ""Overlapping and non-discriminative categories reduce effective coverage, weakening the breadth-of-evaluation claim."", ""source"": ""sheet""}, {""id"": ""A22"", ""severity"": ""major"", ""gates"": [""G3"", ""G1""], ""brief"": ""Table 3 percentages lack a specified denominator and sum inconsistently (91%\u2013251%), making the failure analysis uninterpretable and irreproducible."", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A11"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A15"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A16"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A17"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A18"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A21"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A23"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A24"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A1"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A10"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A14"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A25"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A26"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-036,from_assistant_pentest,From Assistant to Attacker: A Role-Based and Empirical Study of LLMs in Penetration Testing and Modular Architecture,ACL ARR Feb 2025,REJECTED,M,GPT4o,ACCEPT,ACCEPT,low,"The review consists mostly of procedural planning and constructive suggestions framed as improvements (ablation studies, mitigation strategies, expanded discussions) rather than blocking criticisms, suggesting a supportive lean toward acceptance.",REJECT,"2 major/fatal concerns in fundamental gates (G1, G2).","G1, G2, G3",2,False,11,0,4,True,YES,"Review contains extensive multi-agent process artifacts: high-level plans, SEND MESSAGE directives, repeated 'Thank you Agent 8' fragments, and meta-commentary about the review process rather than substantive paper critique. The actual review content is buried within procedural scaffolding.",SAME,DIFF,DIFF,NO,"[{""id"": ""A05"", ""severity"": ""major"", ""gates"": [""G2""], ""brief"": ""Missing comparison with other AI models (e.g., RL-based) constitutes a baseline fairness concern, since LLM choice is not justified against alternatives."", ""source"": ""sheet""}, {""id"": ""A08"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""Missing tool configurations/versions for HackTheBox and Metasploitable prevents replication, indicating method not implementable from paper."", ""source"": ""sheet""}, {""id"": ""A09"", ""severity"": ""major"", ""gates"": [""G2"", ""G1""], ""brief"": ""No baselines or external benchmarks to contextualize results means headline claims about LLM effectiveness lack supporting comparative evidence."", ""source"": ""sheet""}, {""id"": ""A11"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""Missing LLM versions, configurations, and training data details prevents reproducibility, indicating method underspecified."", ""source"": ""sheet""}, {""id"": ""A01"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A02"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A03"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A04"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A06"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A07"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A10"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-037,from_capabilities_pentest,From Capabilities to Performance: Evaluating Key Functional Properties of LLM Architectures in Penetration Testing,ACL ARR May 2025,ACCEPTED,L,Opus,REJECT,REJECT,high,"The review lists multiple fundamental concerns (lack of statistical rigor, confounded ablations, data contamination, weak ML contribution) and explicitly suggests repositioning to a different venue, with criticisms framed as blocking rather than addressable.",REJECT,"7 major/fatal concerns in fundamental gates (G1, G2, G4, G5).","G1, G2, G3, G4, G5, G6, G7",7,False,11,8,8,False,,,SAME,SAME,SAME,NO,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G4"", ""G1""], ""brief"": ""Stochastic LLM outputs without CIs/significance tests is a validity threat; claims about augmentation gains lack reliable supporting evidence."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G1"", ""G4""], ""brief"": ""Central claims about which properties matter rest on subjective Low/Moderate/High labels without rubric or IAA \u2014 evidence does not reliably support claim."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""moderate"", ""gates"": [""G4""], ""brief"": ""Mixing objective and subjective success criteria introduces uncontrolled bias threatening result validity."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G1"", ""G7""], ""brief"": ""Absence of combined/ablation experiments means evidence cannot support claims about which augmentations matter or about additive gains; 'Maximum=100%' column overclaims."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""Sparse implementation details (e.g., RTM hooks) make the augmentations not reproducibly implementable from the paper."", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""major"", ""gates"": [""G2"", ""G4""], ""brief"": ""Baselines are unvalidated re-implementations, making headline augmentation deltas rest on potentially unfair/confounded baselines."", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""major"", ""gates"": [""G4"", ""G1""], ""brief"": ""Use of well-known CTF challenges without contamination analysis is a classic leakage/validity threat that could invalidate success-rate results."", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""moderate"", ""gates"": [""G6""], ""brief"": ""Unbalanced task distribution with MITM uniformly 0% skews aggregates, representing a narrow/biased evaluation."", ""source"": ""sheet""}, {""id"": ""A9"", ""severity"": ""major"", ""gates"": [""G5""], ""brief"": ""Augmentations are standard engineering additions (memory, messaging, gating) from multi-agent literature with no methodological advance \u2014 trivially incremental novelty."", ""source"": ""sheet""}, {""id"": ""A10"", ""severity"": ""major"", ""gates"": [""G1"", ""G5""], ""brief"": ""Breadth-over-depth across four RQs means none is explored rigorously enough to substantiate its claims, and the overall contribution stays shallow."", ""source"": ""sheet""}, {""id"": ""A11"", ""severity"": ""moderate"", ""gates"": [""G2""], ""brief"": ""Missing empirical comparison with concurrent work (CyBench, HackSynth, HPTSA) leaves the headline positioning unanchored against current baselines."", ""source"": ""sheet""}]"
